date,year,month,total,anthro,nat,co2,wmghg,aero,o3Tr,o3St,luc,solar,volc
2207.75,2207,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2207.83,2207,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2207.92,2207,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208,2208,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2208.08,2208,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.17,2208,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.25,2208,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.33,2208,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.42,2208,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.5,2208,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.58,2208,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.67,2208,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.75,2208,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.83,2208,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2208.92,2208,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209,2209,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2209.08,2209,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.17,2209,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.25,2209,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.33,2209,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.42,2209,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.5,2209,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.58,2209,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.67,2209,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.75,2209,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.83,2209,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2209.92,2209,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210,2210,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2210.08,2210,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.17,2210,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.25,2210,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.33,2210,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.42,2210,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.5,2210,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.58,2210,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.67,2210,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.75,2210,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.83,2210,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2210.92,2210,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211,2211,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2211.08,2211,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.17,2211,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.25,2211,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.33,2211,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.42,2211,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.5,2211,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.58,2211,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.67,2211,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.75,2211,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.83,2211,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2211.92,2211,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212,2212,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2212.08,2212,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.17,2212,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.25,2212,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.33,2212,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.42,2212,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.5,2212,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.58,2212,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.67,2212,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.75,2212,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.83,2212,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2212.92,2212,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213,2213,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2213.08,2213,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.17,2213,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.25,2213,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.33,2213,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.42,2213,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.5,2213,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.58,2213,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.67,2213,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.75,2213,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.83,2213,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2213.92,2213,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214,2214,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2214.08,2214,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.17,2214,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.25,2214,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.33,2214,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.42,2214,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.5,2214,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.58,2214,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.67,2214,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.75,2214,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.83,2214,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2214.92,2214,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215,2215,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2215.08,2215,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.17,2215,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.25,2215,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.33,2215,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.42,2215,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.5,2215,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.58,2215,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.67,2215,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.75,2215,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.83,2215,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2215.92,2215,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216,2216,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2216.08,2216,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.17,2216,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.25,2216,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.33,2216,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.42,2216,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.5,2216,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.58,2216,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.67,2216,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.75,2216,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.83,2216,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2216.92,2216,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217,2217,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2217.08,2217,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.17,2217,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.25,2217,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.33,2217,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.42,2217,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.5,2217,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.58,2217,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.67,2217,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.75,2217,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.83,2217,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2217.92,2217,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218,2218,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2218.08,2218,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.17,2218,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.25,2218,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.33,2218,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.42,2218,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.5,2218,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.58,2218,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.67,2218,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.75,2218,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.83,2218,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2218.92,2218,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219,2219,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2219.08,2219,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.17,2219,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.25,2219,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.33,2219,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.42,2219,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.5,2219,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.58,2219,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.67,2219,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.75,2219,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.83,2219,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2219.92,2219,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220,2220,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2220.08,2220,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.17,2220,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.25,2220,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.33,2220,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.42,2220,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.5,2220,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.58,2220,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.67,2220,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.75,2220,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.83,2220,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2220.92,2220,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221,2221,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2221.08,2221,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.17,2221,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.25,2221,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.33,2221,5,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.42,2221,6,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.5,2221,7,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.58,2221,8,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.67,2221,9,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.75,2221,10,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.83,2221,11,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2221.92,2221,12,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2222,2222,1,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,0
2222.08,2222,2,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2222.17,2222,3,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
2222.25,2222,4,6.184506467,6.322360433,-0.130920548,5.337445633,1.143039167,-0.38548519,0.29059745,-0.020130009,-0.14570391,0.052729452,-0.18365
